DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
BUS,344,CREATIVITY AND COMMUNICATION,"Buchholz,Laura Marie",26,29,3.081,3.279,38.5,46.2,7.7,3.8,1
BUS,346,ANALYSIS OF MARKETING DATA,"Jindal,Niket",29,33,3.262,3.515,41.4,41.4,17.2,0,2
BUS,346,ANALYSIS OF MARKETING DATA,"Jindal,Niket",32,33,3.338,3.483,46.9,43.8,9.4,0,0
BUS,346,ANALYSIS OF MARKETING DATA,"Jindal,Niket",28,35,3.011,3.344,28.6,50,14.3,7.1,3
BUS,346,ANALYSIS OF MARKETING DATA,"Threlkeld,James Shannon",33,35,2.985,3.277,12.1,75.8,9.1,0,0
BUS,346,ANALYSIS OF MARKETING DATA,"Threlkeld,James Shannon",34,38,3.312,3.462,32.4,64.7,2.9,0,0
BUS,346,ANALYSIS OF MARKETING DATA,"Threlkeld,James Shannon",31,34,3.419,3.35,35.5,61.3,3.2,0,2
BUS,346,ANALYSIS OF MARKETING DATA,"Banks,Karen Y.s.",32,35,3.194,3.233,25,65.6,9.4,0,1
BUS,370,I-CORE - MARKETING COMPONENT,"Kitzmiller,Greg L.",223,226,3.055,3.346,16.6,77.6,5.4,.4,3
BUS,370,I-CORE - MARKETING COMPONENT,"Kitzmiller,Greg L.",251,252,3.115,3.436,18.3,76.5,5.2,0,1
BUS,370,I-CORE - MARKETING COMPONENT,"Kitzmiller,Greg L.",250,252,3.143,3.341,22,74,4,0,2
BUS,370,I-CORE - MARKETING COMPONENT,"Talbott,John S",110,111,3.057,3.37,19.1,72.7,8.2,0,1
BUS,370,I-CORE - MARKETING COMPONENT,"Talbott,John S",175,176,3.21,3.449,23.4,73.1,3.4,0,1
BUS,370,I-CORE - MARKETING COMPONENT,"Talbott,John S",171,172,3.137,3.378,21.6,74.3,4.1,0,0
BUS,405,CONSUMER BEHAVIOR,"Williams,Elanor Frances",42,51,3.481,3.397,57.1,38.1,4.8,0,0
BUS,405,CONSUMER BEHAVIOR,"Williams,Elanor Frances",45,48,3.716,3.486,75.6,24.4,0,0,0
BUS,407,BUSINESS-TO-BUSINESS MARKETING,"Gildea,Joshua Scott",39,41,3.308,3.355,30.8,69.2,0,0,1
BUS,415,ADVERTISING & IMC,"MacKenzie,Scott B.",24,27,3.113,3.337,29.2,54.2,16.7,0,1
BUS,415,ADVERTISING & IMC,"MacKenzie,Scott B.",37,41,3.373,3.325,40.5,59.5,0,0,1
BUS,419,RETAIL STRATEGY,"Williams,Theresa D",32,36,3.431,3.438,46.9,53.1,0,0,0
BUS,426,SALES MANAGEMENT,"Ragland III,Charles Butler",45,49,3.598,3.377,66.7,31.1,2.2,0,0
BUS,426,SALES MANAGEMENT,"Ragland III,Charles Butler",45,46,3.744,3.432,77.8,22.2,0,0,0
BUS,432,DIGITAL MARKETING,"Smith-Robbins,Sarah Brooke",60,65,3.825,3.483,86.7,11.7,1.7,0,0
BUS,450,MARKETING STRATEGY,"Cady,John F.",38,42,3.571,3.356,57.9,42.1,0,0,1
BUS,455,TOPICS IN MARKETING,"Williams,Theresa D",23,23,3.804,3.542,100,0,0,0,0
BUS,455,TOPICS IN MARKETING,"Slotegraaf,Rebecca J",39,41,3.413,3.327,51.3,46.2,0,0,2
BUS,455,TOPICS IN MARKETING,"Li,Shibo",10,11,3.84,3.296,90,10,0,0,0
BUS,300,INTRO TO OPERATIONS MANAGEMENT,"Lakshmanan,Mani",40,52,3.678,3.277,72.5,25,2.5,0,1
BUS,300,INTRO TO OPERATIONS MANAGEMENT,"Jola Sanchez,Andres Fernando",36,46,2.708,3.006,22.2,44.4,25,2.8,2
BUS,300,INTRO TO OPERATIONS MANAGEMENT,"Jola Sanchez,Andres Fernando",34,52,2.788,3.07,20.6,52.9,20.6,0,6
BUS,300,INTRO TO OPERATIONS MANAGEMENT,"Jola Sanchez,Andres Fernando",40,47,2.84,3.176,12.5,57.5,30,0,1
BUS,300,INTRO TO OPERATIONS MANAGEMENT,"Lakshmanan,Mani",42,49,3.66,3.31,73.8,26.2,0,0,0
BUS,304,HONORS OPERATIONS MANAGEMENT,"Ball,George Patrick",71,71,3.918,3.841,98.6,1.4,0,0,0
BUS,304,HONORS OPERATIONS MANAGEMENT,"Ball,George Patrick",74,76,3.904,3.833,97.3,2.7,0,0,1
BUS,304,HONORS OPERATIONS MANAGEMENT,"Ball,George Patrick",59,59,3.936,3.808,96.6,3.4,0,0,0
BUS,320,SUP CHAIN MANAGEMENT:SOURCING,"Dobos,Scott Raymond",34,39,3.097,3.267,26.5,55.9,17.6,0,1
BUS,320,SUP CHAIN MANAGEMENT:SOURCING,"Dobos,Scott Raymond",39,43,3.397,3.364,51.3,41,7.7,0,1
BUS,320,SUP CHAIN MANAGEMENT:SOURCING,"Dobos,Scott Raymond",39,42,3.477,3.479,41,56.4,2.6,0,1
BUS,356,LEAN SIX SIGMA,"Votolato,Katie Hamstra",23,25,3.248,3.34,39.1,47.8,13,0,0
BUS,370,I-CORE - OPERATIONS COMPONENT,"Briggs,Carl M",224,228,2.713,3.344,6.7,58.9,33,.4,3
BUS,370,I-CORE - OPERATIONS COMPONENT,"Briggs,Carl M",255,256,2.901,3.433,14.5,63.9,18.8,2,1
BUS,370,I-CORE - OPERATIONS COMPONENT,"Briggs,Carl M",254,256,2.839,3.337,11,61,27.2,.8,2
BUS,370,I-CORE - OPERATIONS COMPONENT,"Cutshall,Rex R.",112,113,2.796,3.366,12.5,57.1,26.8,2.7,1
BUS,370,I-CORE - OPERATIONS COMPONENT,"Cutshall,Rex R.",178,179,2.91,3.433,17.4,57.3,23,1.7,1
BUS,370,I-CORE - OPERATIONS COMPONENT,"Cutshall,Rex R.",174,175,2.869,3.37,13.2,57.5,28.2,1.1,0
BUS,421,SUPPLY CHAIN MANAGEMENT,"Cui,Ruomeng",36,43,3.817,3.441,83.3,16.7,0,0,1
BUS,421,SUPPLY CHAIN MANAGEMENT,"Cui,Ruomeng",38,46,3.821,3.432,86.8,13.2,0,0,0
BUS,421,SUPPLY CHAIN MANAGEMENT,"Cui,Ruomeng",37,42,3.738,3.372,83.8,13.5,2.7,0,0
BUS,429,OPERATIONS PROCESSES,"Beer,Ruth",34,40,3.741,3.509,79.4,20.6,0,0,1
BUS,429,OPERATIONS PROCESSES,"Beer,Ruth",35,43,3.537,3.487,48.6,51.4,0,0,1
BUS,429,OPERATIONS PROCESSES,"Beer,Ruth",35,42,3.631,3.377,65.7,34.3,0,0,0
BUS,431,LOGISTICS AND DISTRIBUTION,"Dobos,Scott Raymond",40,41,3.573,3.411,62.5,37.5,0,0,0
BUS,455,TPCS: OPERATIONS&DECISION TECH,"Briggs,Carl M",27,28,3.83,3.443,85.2,14.8,0,0,1
BUS,481,SUPPLY CHAIN PLAN & ANALYTICS,"Yu,Ching Diana",30,35,3.363,3.338,53.3,43.3,0,0,0
BUS,481,SUPPLY CHAIN PLAN & ANALYTICS,"Yu,Ching Diana",34,40,3.321,3.36,32.4,64.7,2.9,0,0
BUS,305,INTRO TO REAL ESTATE ANALYSIS,"McCoy,Doug Morris",34,42,3.109,3.373,26.5,55.9,11.8,5.9,4
BUS,440,REAL ESTATE APPRAISALS,"McCoy,Doug Morris",45,47,3.087,3.384,11.1,84.4,4.4,0,2
BUS,302,MANAGEMENT INFORMATION SYSTEMS,"Akaiwa,Frank Ernest",31,40,3.542,3.373,58.1,41.9,0,0,0
BUS,302,MANAGEMENT INFORMATION SYSTEMS,"Akaiwa,Frank Ernest",33,39,3.491,3.357,54.5,45.5,0,0,1
BUS,302,MANAGEMENT INFORMATION SYSTEMS,"Malher,Taryn",31,41,3.519,3.484,58.1,38.7,3.2,0,0
BUS,302,MANAGEMENT INFORMATION SYSTEMS,"Malher,Taryn",35,40,3.546,3.506,57.1,42.9,0,0,0
BUS,302,MANAGEMENT INFORMATION SYSTEMS,"Akaiwa,Frank Ernest",34,43,3.491,3.424,50,50,0,0,1
BUS,305,TECHNOLOGY INFRASTRUCTURE,"Dennis,Alan R.",41,44,3.376,3.384,39,58.5,0,0,0
BUS,305,TECHNOLOGY INFRASTRUCTURE,"Dennis,Alan R.",43,51,3.258,3.354,32.6,62.8,4.7,0,0
BUS,307,DATA MANAGEMENT,"Newquist,Jay D.",33,41,3.503,3.341,57.6,42.4,0,0,0
BUS,307,DATA MANAGEMENT,"Newquist,Jay D.",28,44,3.511,3.32,50,50,0,0,1
BUS,307,DATA MANAGEMENT,"Perry,Aaron B",34,43,3.397,3.469,35.3,64.7,0,0,0
BUS,307,DATA MANAGEMENT,"Perry,Aaron B",36,43,3.308,3.395,33.3,66.7,0,0,0
BUS,307,DATA MANAGEMENT,"Perry,Aaron B",33,42,3.318,3.436,36.4,63.6,0,0,1
BUS,308,BUS APPLICATION DEVELOPMENT,"Boothby,Matthew A",46,54,3.752,3.402,87,10.9,0,0,1
BUS,310,SYSTEMS ANALYSIS & PROJECT MGT,"Barsi Lopes,Alexandre",32,35,3.45,3.423,53.1,40.6,6.3,0,1
BUS,310,SYSTEMS ANALYSIS & PROJECT MGT,"Barsi Lopes,Alexandre",33,37,3.476,3.369,48.5,51.5,0,0,0
BUS,310,SYSTEMS ANALYSIS & PROJECT MGT,"Barsi Lopes,Alexandre",25,36,3.132,3.21,28,64,4,0,3
BUS,400,INTEGRATION OF SYS & THE BUS,"Feng,Xuan",7,7,3.486,3.358,57.1,42.9,0,0,0
BUS,400,INTEGRATION OF SYS & THE BUS,"Dennis,Joshua Scott",7,13,3.443,3.41,57.1,42.9,0,0,1
BUS,400,INTEGRATION OF SYS & THE BUS,"Dennis,Joshua Scott",8,13,3.788,3.394,75,25,0,0,0
BUS,400,INTEGRATION OF SYS & THE BUS,"Feng,Xuan",8,11,3.75,3.261,75,25,0,0,2
BUS,433,INFORMATION SYSTEMS SECURITY,"Robbins,Chris G",31,31,3.906,3.356,93.5,6.5,0,0,0
BUS,175,COMPASS I,"Sremanak,Jessica Katharine",49,60,3.549,3.26,65.3,28.6,6.1,0,1
BUS,175,COMPASS I,"Sremanak,Jessica Katharine",50,52,3.544,3.359,64,34,0,0,0
BUS,175,COMPASS I,"Sremanak,Jessica Katharine",50,63,3.554,3.418,58,40,2,0,0
BUS,175,COMPASS I,"Yoder,Shelli R",50,61,3.834,3.451,92,6,2,0,0
BUS,175,COMPASS I,"Yoder,Shelli R",50,59,3.65,3.435,78,18,0,2,0
BUS,175,COMPASS I,"Yoder,Shelli R",50,58,3.7,3.186,76,24,0,0,0
BUS,175,COMPASS I,"Williams,Nichole Alspaugh",49,56,3.555,3.222,67.3,28.6,0,4.1,1
BUS,175,COMPASS I,"Williams,Nichole Alspaugh",50,54,3.696,3.417,86,6,4,2,0
BUS,175,COMPASS I,"Sremanak,Jessica Katharine",49,57,3.573,3.307,73.5,22.4,0,4.1,0
BUS,175,COMPASS I,"Sremanak,Jessica Katharine",48,63,3.302,3.112,52.1,33.3,12.5,0,1
BUS,175,COMPASS I,"Williams,Nichole Alspaugh",46,55,3.857,3.403,95.7,2.2,2.2,0,3
BUS,175,COMPASS I,"Williams,Nichole Alspaugh",49,61,3.502,3.236,75.5,16.3,2,0,1
BUS,175,COMPASS I,"Sremanak,Jessica Katharine",45,57,3.376,3.107,57.8,31.1,8.9,0,3
BUS,175,COMPASS I,"Williams,Nichole Alspaugh",50,65,3.806,3.335,88,10,2,0,0
BUS,175,COMPASS I,"Williams,Nichole Alspaugh",48,60,3.469,3.224,60.4,29.2,10.4,0,1
BUS,175,COMPASS I,"Dutton,Emily R",49,60,3.718,3.47,77.6,20.4,2,0,1
BUS,175,COMPASS I,"Yoder,Shelli R",50,54,3.72,3.303,76,20,4,0,0
BUS,175,COMPASS I,"Dutton,Emily R",50,53,3.62,3.357,62,38,0,0,0
BUS,175,COMPASS I,"Yoder,Shelli R",49,58,3.81,3.398,87.8,12.2,0,0,0
BUS,175,COMPASS I,"Dutton,Emily R",47,55,3.583,3.248,76.6,17,4.3,0,3
BUS,175,COMPASS I,"Dutton,Emily R",49,63,3.578,3.408,69.4,24.5,6.1,0,0
BUS,175,COMPASS I,"Dutton,Emily R",49,62,3.488,3.379,55.1,40.8,2,0,0
BUS,175,COMPASS I,"Yoder,Shelli R",48,57,3.744,3.266,81.3,18.8,0,0,2
BUS,175,COMPASS I,"Dutton,Emily R",48,59,3.55,3.316,64.6,33.3,2.1,0,2
BUS,175,COMPASS I,"Schmeckebier,Michael Laurence",48,59,3.921,3.214,95.8,4.2,0,0,1
BUS,175,COMPASS I,"Schmeckebier,Michael Laurence",48,60,3.758,3.205,85.4,10.4,2.1,0,1
BUS,175,COMPASS I,"Schmeckebier,Michael Laurence",49,56,3.837,3.323,87.8,8.2,4.1,0,1
BUS,175,COMPASS I,"Schmeckebier,Michael Laurence",50,55,3.876,3.441,96,2,0,0,0
BUS,175,COMPASS I,"Schmeckebier,Michael Laurence",49,56,3.788,3.305,87.8,8.2,4.1,0,0
BUS,175,COMPASS I,"Schmeckebier,Michael Laurence",49,61,3.682,3.196,81.6,14.3,0,0,1
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Kutza,Dawn Michelle",47,54,3.734,3.617,85.1,12.8,2.1,0,3
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Ford,Justin",50,51,3.788,3.486,80,20,0,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Ford,Justin",49,54,3.855,3.513,89.8,10.2,0,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Kutza,Dawn Michelle",50,52,3.848,3.528,90,6,4,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Kutza,Dawn Michelle",49,54,3.718,3.417,83.7,12.2,2,0,1
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Kutza,Dawn Michelle",47,53,3.513,3.405,63.8,31.9,4.3,0,3
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Perry,Angela",48,54,3.906,3.537,93.8,6.3,0,0,1
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Perry,Angela",48,56,3.775,3.438,83.3,14.6,2.1,0,1
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Perry,Angela",40,41,3.943,3.8,95,5,0,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Kutza,Dawn Michelle",50,52,3.818,3.619,92,8,0,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Ford,Justin",49,54,3.894,3.596,93.9,4.1,2,0,1
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Ford,Justin",48,56,3.906,3.524,93.8,6.3,0,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Ford,Justin",49,51,3.914,3.533,93.9,6.1,0,0,1
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Kutza,Dawn Michelle",50,53,3.634,3.503,72,26,2,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Perry,Angela",47,52,3.772,3.388,85.1,12.8,2.1,0,3
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Perry,Angela",50,55,3.964,3.548,100,0,0,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Perry,Angela",49,51,3.955,3.584,98,2,0,0,1
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Ford,Justin",50,53,3.888,3.639,92,6,2,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Bunger,Andrew Thomas",51,52,3.794,3.529,84.3,13.7,2,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Bunger,Andrew Thomas",50,53,3.832,3.512,88,12,0,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Bunger,Andrew Thomas",51,53,3.759,3.497,90.2,5.9,2,0,0
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Bunger,Andrew Thomas",47,55,3.821,3.481,87.2,12.8,0,0,2
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Bunger,Andrew Thomas",48,54,3.913,3.558,93.8,6.3,0,0,1
BUS,275,KELLEY COMPASS II:  ASSOCIATE,"Bunger,Andrew Thomas",51,51,3.731,3.441,80.4,17.6,2,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",28,28,3.786,3.34,78.6,21.4,0,0,0
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",42,42,3.595,3.329,66.7,33.3,0,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",39,39,3.8,3.408,84.6,15.4,0,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",41,41,3.837,3.455,90.2,9.8,0,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",29,29,3.786,3.461,82.8,17.2,0,0,0
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",43,43,3.34,3.446,58.1,27.9,11.6,0,0
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",40,41,3.435,3.351,57.5,35,2.5,5,1
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",41,42,3.495,3.33,53.7,41.5,4.9,0,1
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",42,42,3.512,3.291,59.5,35.7,4.8,0,0
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",41,41,3.454,3.295,58.5,36.6,2.4,2.4,0
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",31,31,3.494,3.417,51.6,45.2,3.2,0,0
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",30,30,3.62,3.397,60,40,0,0,0
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",28,29,3.589,3.367,64.3,35.7,0,0,0
BUS,375,COMPASS III,"Bailey-Hughes,Brenda Marie",28,28,3.539,3.446,64.3,28.6,7.1,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",28,28,3.789,3.336,82.1,17.9,0,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",15,16,3.733,3.309,73.3,26.7,0,0,1
BUS,375,COMPASS III,"Storey,James Benjamin",8,8,3.675,3.406,75,25,0,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",29,30,3.797,3.445,86.2,10.3,3.4,0,1
BUS,375,COMPASS III,"Storey,James Benjamin",30,30,3.883,3.469,93.3,6.7,0,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",30,30,3.823,3.448,83.3,16.7,0,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",30,30,3.803,3.523,83.3,16.7,0,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",29,29,3.821,3.449,86.2,13.8,0,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",26,26,3.827,3.344,88.5,11.5,0,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",29,29,3.734,3.357,75.9,20.7,3.4,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",41,42,3.807,3.299,90.2,7.3,0,0,1
BUS,375,COMPASS III,"Storey,James Benjamin",39,39,3.808,3.347,84.6,15.4,0,0,0
BUS,375,COMPASS III,"Storey,James Benjamin",39,40,3.759,3.269,82.1,17.9,0,0,1
BUS,375,COMPASS III,"Storey,James Benjamin",23,25,3.93,3.276,95.7,4.3,0,0,2
BUS,375,COMPASS III,"Walton,Christi Lynn",42,42,3.831,3.516,88.1,11.9,0,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",41,42,3.588,3.381,68.3,26.8,2.4,2.4,1
BUS,375,COMPASS III,"Walton,Christi Lynn",41,42,3.866,3.45,90.2,9.8,0,0,1
BUS,375,COMPASS III,"Walton,Christi Lynn",42,42,3.686,3.454,78.6,21.4,0,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",42,42,3.755,3.414,76.2,23.8,0,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",41,41,3.654,3.4,73.2,22,4.9,0,0
BUS,375,COMPASS III,"Walton,Christi Lynn",27,27,3.667,3.266,70.4,25.9,3.7,0,0
BUS,212,EXPLORE ENTREPRENEURSHIP,"Pennington III,W Wesley",43,59,3.795,3.04,90.7,9.3,0,0,5
BUS,212,EXPLORE ENTREPRENEURSHIP,"Jno-Charles,Alisa B",55,65,3.356,3.16,47.3,45.5,7.3,0,2
BUS,212,EXPLORE ENTREPRENEURSHIP,"Pennington III,W Wesley",44,53,3.725,3.192,93.2,2.3,2.3,0,2
BUS,300,NEW VENTURE MANAGEMENT,"Pieratt,Marty Ford",62,72,3.09,3,37.1,45.2,12.9,3.2,1
BUS,300,NEW VENTURE MANAGEMENT,"Pieratt,Marty Ford",57,66,3.472,3.176,57.9,38.6,1.8,0,1
BUS,313,NEW VENTURE PLANNING,"Stevenson,Regan",34,34,3.268,3.317,32.4,64.7,2.9,0,0
BUS,313,NEW VENTURE PLANNING,"Stevenson,Regan",21,23,3.586,3.457,71.4,28.6,0,0,0
BUS,406,VENTURE GROWTH MANAGEMENT,"Littel,Christopher",39,42,3.574,3.347,66.7,33.3,0,0,0
BUS,420,CORPORATE VENTURING,"Pennington III,W Wesley",44,48,3.914,3.379,95.5,4.5,0,0,0
BUS,430,ORG & ORG CHANGE,"Hillier,Janet A",34,36,3.088,3.267,23.5,61.8,14.7,0,1
BUS,100,BUS ADMINISTRATION: INTRO,"Kanning,Myron",162,190,2.949,2.958,29.6,43.2,24.7,0,10
BUS,170,HOW BUSINESS WORKS,"Talbott,John S",48,49,3.948,3.633,97.9,2.1,0,0,0
BUS,170,HOW BUSINESS WORKS,"Talbott,John S",46,48,3.922,3.544,93.5,6.5,0,0,0
BUS,170,HOW BUSINESS WORKS,"Talbott,John S",46,50,3.928,3.504,100,0,0,0,1
BUS,170,HOW BUSINESS WORKS,"Talbott,John S",32,38,3.941,3.521,96.9,3.1,0,0,4
BUS,333,MANAGING BUSINESS FUNCTIONS,"Hillier,Janet A",29,31,3.355,3.576,37.9,58.6,3.4,0,0
BUS,498,BUSINESS INTERNSHIP FOR CREDIT,"Dayton,Keith Gelarden",27,28,4,3.487,100,0,0,0,0
BUS,498,BUSINESS INTERNSHIP FOR CREDIT,"Dayton,Keith Gelarden",32,32,4,3.493,100,0,0,0,0
BUS,498,BUSINESS INTERNSHIP FOR CREDIT,"Dayton,Keith Gelarden",33,35,4,3.489,100,0,0,0,1
BUS,498,BUSINESS INTERNSHIP FOR CREDIT,"Dayton,Keith Gelarden",32,33,4,3.547,100,0,0,0,1
BUS,501,INFORMATION SYSTEMS CORE,"Dayton,Keith Gelarden",56,58,3.434,3.31,35.7,60.7,3.6,0,2
BUS,501,INFORMATION SYSTEMS CORE,"Dayton,Keith Gelarden",57,58,3.456,3.453,35.1,64.9,0,0,0
BUS,504,FOUNDATIONS CORE,"Dayton,Keith Gelarden",65,65,3.458,3.492,56.9,38.5,4.6,0,0
BUS,504,FOUNDATIONS CORE,"Dayton,Keith Gelarden",60,60,3.432,3.471,43.3,55,1.7,0,0
BUS,504,FOUNDATIONS CORE,"Dayton,Keith Gelarden",60,60,3.433,3.478,56.7,40,3.3,0,0
BUS,572,EXP COURSE FOR MBA PROGRAM,"Johnson,Eric David",69,70,4,3.662,100,0,0,0,1
BUS,610,STATISTICS FOR RESEARCH I,"Berry,Christopher Michael",6,7,3.783,3.858,83.3,16.7,0,0,1
BUS,302,MANAGING & BEHAVR IN ORGANIZTN,"Rubinstein,David",89,97,3.262,3.176,36,53.9,10.1,0,1
BUS,302,MANAGING & BEHAVR IN ORGANIZTN,"Rubinstein,David",97,116,3.291,3.2,34,60.8,4.1,1,2
BUS,302,MANAGING & BEHAVR IN ORGANIZTN,"Rubinstein,David",89,99,3.261,3.177,34.8,59.6,4.5,1.1,2
BUS,304,LEADERSHIP-HONORS,"Taylor,David",30,30,3.833,3.71,93.3,3.3,0,0,0
BUS,304,LEADERSHIP-HONORS,"Taylor,David",31,35,3.948,3.803,96.8,3.2,0,0,0
BUS,340,INTRO TO HUMAN RESOURCES,"Lemmon,Scott",43,46,3.544,3.405,58.1,39.5,2.3,0,0
BUS,370,I-CORE - LEADERSHIP COMPONENT,"Goerner,Carolyn Marie",223,226,2.865,3.346,6.7,72.6,19.7,.9,3
BUS,370,I-CORE - LEADERSHIP COMPONENT,"Goerner,Carolyn Marie",251,252,2.895,3.436,10,70.5,19.5,0,1
BUS,370,I-CORE - LEADERSHIP COMPONENT,"Goerner,Carolyn Marie",250,252,2.854,3.341,5.2,75.2,19.6,0,2
BUS,370,I-CORE - LEADERSHIP COMPONENT,"Gonzalez-Mule,Erik",110,111,2.963,3.37,17.3,61.8,20,.9,1
BUS,370,I-CORE - LEADERSHIP COMPONENT,"Gonzalez-Mule,Erik",174,175,3.059,3.449,14.4,75.3,10.3,0,1
BUS,370,I-CORE - LEADERSHIP COMPONENT,"Gonzalez-Mule,Erik",172,173,2.913,3.376,10.5,69.8,19.2,.6,0
BUS,404,EFFECTIVE NEGOTIATIONS,"Ash,Richard",48,51,3.354,3.508,37.5,60.4,2.1,0,0
BUS,447,"LEADERSHP,TEAMWORK & DIVERSITY","Schmeckebier,Michael Laurence",39,40,3.836,3.327,92.3,5.1,2.6,0,0
BUS,494,WELLS HONOR SEM IN LEADERSHIP,"Walter,Sheryl",40,40,3.805,3.732,87.5,10,2.5,0,0
CEUS,270,THE CIVILIZATION OF TIBET,"Conrad,Sara Marie",24,28,3.358,3.135,62.5,25,8.3,4.2,1
CEUS,290,INTRO C ASIA MONGOLIA & TIBET,"Sela,Ron",12,15,3.042,2.841,16.7,58.3,25,0,1
CEUS,351,PROPHETS POETS KINGS: IRAN CIV,"Dubeansky,Jennifer",9,11,3.078,3.236,77.8,0,0,0,2
CEUS,352,PEOPLES/CULTURES OF MID EAST,"Shahrani,Nazif Mohib",7,8,3.429,3.343,42.9,57.1,0,0,0
CEUS,386,ISLAM AND ISLAMISM IN TURKEY,"Silay,Kemal",7,8,3.957,3.507,100,0,0,0,1
CEUS,559,TOPICS IN IRANIAN STUDIES,"Golestaneh,Seema",8,9,3.725,3.598,87.5,12.5,0,0,0
CEUS,628,RUSSIA'S ORIENT 1552-1924,"Lazzerini,Edward J.",6,6,3.85,3.869,100,0,0,0,0
CEUS,101,INTRODUCTORY FINNISH I,"Rasanen,Elisa Katriina",6,7,3.783,3.4,83.3,16.7,0,0,1
CEUS,151,INTRODUCTORY PERSIAN I,"Daneshgar,Shahyar",6,8,3.5,3.257,50,50,0,0,0
CEUS,181,INTRODUCTORY TURKISH I,"Crum,Sibel",6,8,3.633,3.357,83.3,16.7,0,0,1
CEUS,251,INTERMEDIATE PERSIAN I,"Daneshgar,Shahyar",6,7,3.9,3.361,100,0,0,0,0
CEUS,281,INTERMEDIATE TURKISH I,"Elbasan-Bozdogan,Zeynep",9,9,3.889,3.492,88.9,11.1,0,0,0
CEUS,381,ADVANCED TURKISH I,"Bozdogan,Batuhan",7,7,3.671,3.416,71.4,28.6,0,0,0
CEUS,551,INTRODUCTORY PERSIAN I,"Daneshgar,Shahyar",12,13,3.892,3.883,91.7,8.3,0,0,0
CEUS,651,INTERMEDIATE PERSIAN I,"Daneshgar,Shahyar",12,13,3.858,3.877,83.3,16.7,0,0,0
CEUS,751,ADVANCED PERSIAN I,"Losensky,Paul Edward",9,9,3.478,3.76,55.6,33.3,11.1,0,0
CHEM,315,CHEMICAL MEASUREMENTS LAB,"Hieftje,Gary M.",24,24,3.575,3.462,70.8,25,0,4.2,0
CHEM,800,2ND YR ANALYTICAL CHEM REVIEW,"Thielges,Megan Corrine",11,11,4,3.641,100,0,0,0,0
CHEM,100,THE WORLD OF CHEMISTRY,"Porter,Meghan Rae",23,28,3.317,2.886,60.9,21.7,8.7,4.3,0
CHEM,101,ELEMENTARY CHEMISTRY 1,"Arnold,Kimberly Sue",132,162,2.656,2.949,31.1,26.5,27.3,11.4,21
